timestamp,temperature,statut
2026-03-14 21:48:55,22,NORMAL
2026-03-14 21:49:01,22,NORMAL
2026-03-14 21:49:06,22,NORMAL
2026-03-14 21:49:13,22,NORMAL
2026-03-14 21:49:17,22,NORMAL
2026-03-14 21:49:23,22,NORMAL
2026-03-14 21:49:29,22,NORMAL
2026-03-14 21:49:34,22,NORMAL
2026-03-14 21:49:40,22,NORMAL
2026-03-14 21:49:45,22.1,NORMAL
2026-03-14 21:49:51,22,NORMAL
2026-03-14 21:49:56,22.1,NORMAL
2026-03-14 21:50:02,22.1,NORMAL
2026-03-14 21:50:07,22.1,NORMAL
2026-03-14 21:50:13,22.1,NORMAL
2026-03-14 21:50:18,22.1,NORMAL
2026-03-14 21:50:24,22.1,NORMAL
2026-03-14 21:50:29,22.1,NORMAL
2026-03-14 21:50:35,22,NORMAL
2026-03-14 21:50:40,22,NORMAL
2026-03-14 21:50:46,22,NORMAL
2026-03-14 21:50:51,22,NORMAL
2026-03-14 21:50:57,22,NORMAL
2026-03-14 21:51:02,21.9,NORMAL
2026-03-14 21:51:08,21.9,NORMAL
2026-03-14 21:51:13,21.9,NORMAL
2026-03-14 21:51:19,21.9,NORMAL
2026-03-14 21:51:24,21.9,NORMAL
2026-03-14 21:51:30,21.9,NORMAL
2026-03-14 21:51:35,21.8,NORMAL
2026-03-14 21:51:41,21.8,NORMAL
2026-03-14 21:51:46,21.8,NORMAL
2026-03-14 21:51:52,21.8,NORMAL
2026-03-14 21:51:57,21.8,NORMAL
2026-03-14 21:52:03,21.8,NORMAL
2026-03-14 21:52:08,21.8,NORMAL
2026-03-14 21:52:14,21.7,NORMAL
2026-03-14 21:52:19,21.7,NORMAL
2026-03-14 21:52:25,21.7,NORMAL
2026-03-14 21:52:30,21.7,NORMAL
2026-03-14 21:52:36,21.7,NORMAL
2026-03-14 21:52:41,21.7,NORMAL
2026-03-14 21:52:47,21.7,NORMAL
2026-03-14 21:52:53,21.6,NORMAL
2026-03-14 21:52:58,21.7,NORMAL
2026-03-14 21:53:04,21.8,NORMAL
2026-03-14 21:53:09,21.8,NORMAL
2026-03-14 21:53:15,21.8,NORMAL
2026-03-14 21:53:20,21.8,NORMAL
2026-03-14 21:53:26,21.8,NORMAL
2026-03-14 21:53:31,21.9,NORMAL
2026-03-14 21:53:37,21.9,NORMAL
2026-03-14 21:53:42,21.9,NORMAL
2026-03-14 21:53:48,21.8,NORMAL
2026-03-14 21:53:53,21.8,NORMAL
2026-03-14 21:53:59,21.8,NORMAL
2026-03-14 21:54:04,21.8,NORMAL
2026-03-14 21:54:10,21.8,NORMAL
2026-03-14 21:54:15,21.8,NORMAL
2026-03-14 21:54:21,21.8,NORMAL
2026-03-14 21:54:26,21.7,NORMAL
2026-03-14 21:54:32,21.7,NORMAL
2026-03-14 21:54:37,21.7,NORMAL
2026-03-14 21:54:43,21.8,NORMAL
2026-03-14 21:54:48,21.7,NORMAL
2026-03-14 21:54:54,21.7,NORMAL
2026-03-14 21:54:59,21.7,NORMAL
2026-03-14 21:55:05,21.6,NORMAL
2026-03-14 21:55:10,21.7,NORMAL
2026-03-14 21:55:16,21.6,NORMAL
2026-03-14 21:55:21,21.6,NORMAL
2026-03-14 21:55:27,21.6,NORMAL
2026-03-14 21:55:32,21.5,NORMAL
2026-03-14 21:55:38,21.5,NORMAL
2026-03-14 21:55:43,21.5,NORMAL
2026-03-14 21:55:49,21.5,NORMAL
2026-03-14 21:55:55,21.4,NORMAL
2026-03-14 21:56:00,21.4,NORMAL
2026-03-14 21:56:06,21.4,NORMAL
2026-03-14 21:56:11,21.4,NORMAL
2026-03-14 21:56:17,21.4,NORMAL
2026-03-14 21:56:22,21.4,NORMAL
2026-03-14 21:56:28,21.4,NORMAL
2026-03-14 21:56:33,21.4,NORMAL
2026-03-14 21:56:39,21.4,NORMAL
2026-03-14 21:56:44,21.4,NORMAL
2026-03-14 21:56:50,21.3,NORMAL
2026-03-14 21:56:55,21.4,NORMAL
2026-03-14 21:57:01,21.3,NORMAL
2026-03-14 21:57:06,21.3,NORMAL
2026-03-14 21:57:12,21.3,NORMAL
2026-03-14 21:57:17,21.3,NORMAL
2026-03-14 21:57:23,21.2,NORMAL
2026-03-14 21:57:30,21.2,NORMAL
2026-03-14 21:57:34,21.2,NORMAL
2026-03-14 21:57:39,21.2,NORMAL
2026-03-14 21:57:45,21.2,NORMAL
2026-03-14 21:57:50,21.2,NORMAL
2026-03-14 21:57:56,21.2,NORMAL
2026-03-14 21:58:01,21.2,NORMAL
2026-03-14 21:58:07,21.2,NORMAL
2026-03-14 21:58:12,21.3,NORMAL
2026-03-14 21:58:18,21.3,NORMAL
2026-03-14 21:58:23,21.3,NORMAL
2026-03-14 21:58:29,21.3,NORMAL
2026-03-14 21:58:34,21.3,NORMAL
2026-03-14 21:58:40,21.4,NORMAL
2026-03-14 21:58:45,21.4,NORMAL
2026-03-14 21:58:51,21.4,NORMAL
2026-03-14 21:58:56,21.4,NORMAL
2026-03-14 21:59:02,21.5,NORMAL
2026-03-14 21:59:08,21.6,NORMAL
2026-03-14 21:59:13,21.6,NORMAL
2026-03-14 21:59:19,21.6,NORMAL
2026-03-14 21:59:24,21.6,NORMAL
2026-03-14 21:59:31,21.6,NORMAL
2026-03-14 21:59:35,21.6,NORMAL
2026-03-14 21:59:41,21.7,NORMAL
2026-03-14 21:59:46,21.7,NORMAL
2026-03-14 21:59:52,21.7,NORMAL
2026-03-14 21:59:57,21.6,NORMAL
2026-03-14 22:00:03,21.6,NORMAL
2026-03-14 22:00:08,21.6,NORMAL
2026-03-14 22:00:14,21.6,NORMAL
2026-03-14 22:00:19,21.6,NORMAL
2026-03-14 22:00:25,21.6,NORMAL
2026-03-14 22:00:30,21.6,NORMAL
2026-03-14 22:00:36,21.6,NORMAL
2026-03-14 22:00:41,21.6,NORMAL
2026-03-14 22:00:47,21.5,NORMAL
2026-03-14 22:00:52,21.4,NORMAL
2026-03-14 22:00:58,21.5,NORMAL
2026-03-14 22:01:03,21.4,NORMAL
2026-03-14 22:01:09,21.4,NORMAL
2026-03-14 22:01:14,21.4,NORMAL
2026-03-14 22:01:20,21.4,NORMAL
2026-03-14 22:01:25,21.4,NORMAL
2026-03-14 22:01:31,21.4,NORMAL
2026-03-14 22:01:38,21.4,NORMAL
2026-03-14 22:01:42,21.4,NORMAL
2026-03-14 22:01:47,21.3,NORMAL
2026-03-14 22:01:53,21.3,NORMAL
2026-03-14 22:01:58,21.3,NORMAL
2026-03-14 22:02:04,21.2,NORMAL
2026-03-14 22:02:09,21.2,NORMAL
2026-03-14 22:02:16,21.2,NORMAL
2026-03-14 22:02:21,21.2,NORMAL
2026-03-14 22:02:26,21.2,NORMAL
2026-03-14 22:02:32,21.2,NORMAL
2026-03-14 22:02:38,21.2,NORMAL
2026-03-14 22:02:43,21.2,NORMAL
2026-03-14 22:02:48,21.2,NORMAL
2026-03-14 22:02:54,21.2,NORMAL
2026-03-14 22:02:59,21.2,NORMAL
2026-03-14 22:03:05,21.2,NORMAL
2026-03-14 22:03:10,21.2,NORMAL
2026-03-14 22:03:16,21.2,NORMAL
2026-03-14 22:03:21,21.2,NORMAL
2026-03-14 22:03:27,21.2,NORMAL
2026-03-14 22:03:32,21.2,NORMAL
2026-03-14 22:03:38,21.2,NORMAL
2026-03-14 22:03:43,21.2,NORMAL
2026-03-14 22:03:49,21.2,NORMAL
2026-03-14 22:03:54,21.2,NORMAL
2026-03-14 22:04:00,21.2,NORMAL
2026-03-14 22:04:05,21.2,NORMAL
2026-03-14 22:04:11,21.2,NORMAL
2026-03-14 22:04:16,21.2,NORMAL
2026-03-14 22:04:22,21.2,NORMAL
2026-03-14 22:04:27,21.2,NORMAL
2026-03-14 22:04:33,21.1,NORMAL
2026-03-14 22:04:38,21.2,NORMAL
2026-03-14 22:04:44,21.2,NORMAL
2026-03-14 22:04:49,21.2,NORMAL
2026-03-14 22:04:55,21.2,NORMAL
2026-03-14 22:05:01,21.1,NORMAL
2026-03-14 22:05:06,21.2,NORMAL
2026-03-14 22:05:11,21.1,NORMAL
2026-03-14 22:05:17,21.2,NORMAL
2026-03-14 22:05:23,21.2,NORMAL
2026-03-14 22:05:28,21.1,NORMAL
2026-03-14 22:05:34,21.2,NORMAL
2026-03-14 22:05:39,21.2,NORMAL
2026-03-14 22:05:45,21.2,NORMAL
2026-03-14 22:05:50,21.2,NORMAL
2026-03-14 22:05:56,21.2,NORMAL
2026-03-14 22:06:01,21.2,NORMAL
2026-03-14 22:06:07,21.2,NORMAL
2026-03-14 22:06:12,21.2,NORMAL
2026-03-14 22:06:18,21.2,NORMAL
2026-03-14 22:06:23,21.2,NORMAL
2026-03-14 22:06:29,21.2,NORMAL
2026-03-14 22:06:34,21.2,NORMAL
2026-03-14 22:06:40,21.2,NORMAL
2026-03-14 22:06:45,21.1,NORMAL
2026-03-14 22:06:51,21.2,NORMAL
2026-03-14 22:06:56,21.2,NORMAL
2026-03-14 22:07:02,21.2,NORMAL
2026-03-14 22:07:07,21.2,NORMAL
2026-03-14 22:07:13,21.2,NORMAL
2026-03-14 22:07:18,21.2,NORMAL
2026-03-14 22:07:24,21.2,NORMAL
2026-03-14 22:07:29,21.2,NORMAL
2026-03-14 22:07:35,21.1,NORMAL
2026-03-14 22:07:40,21.2,NORMAL
2026-03-14 22:07:46,21.2,NORMAL
2026-03-14 22:07:51,21.2,NORMAL
2026-03-14 22:07:57,21.2,NORMAL
2026-03-14 22:08:04,21.2,NORMAL
2026-03-14 22:08:08,21.2,NORMAL
2026-03-14 22:08:13,21.2,NORMAL
2026-03-14 22:08:19,21.2,NORMAL
2026-03-14 22:08:24,21.2,NORMAL
2026-03-14 22:08:30,21.2,NORMAL
2026-03-14 22:08:36,21.2,NORMAL
2026-03-14 22:08:41,21.2,NORMAL
2026-03-14 22:08:47,21.2,NORMAL
2026-03-14 22:08:52,21.2,NORMAL
2026-03-14 22:08:58,21.3,NORMAL
2026-03-14 22:09:03,21.2,NORMAL
2026-03-14 22:09:09,21.2,NORMAL
2026-03-14 22:09:14,21.3,NORMAL
2026-03-14 22:09:20,21.2,NORMAL
2026-03-14 22:09:25,21.2,NORMAL
2026-03-14 22:09:31,21.2,NORMAL
2026-03-14 22:09:36,21.2,NORMAL
2026-03-14 22:09:42,21.2,NORMAL
2026-03-14 22:09:47,21.2,NORMAL
2026-03-14 22:09:53,21.2,NORMAL
2026-03-14 22:09:58,21.2,NORMAL
2026-03-14 22:10:04,21.2,NORMAL
2026-03-14 22:10:09,21.2,NORMAL
2026-03-14 22:10:15,21.2,NORMAL
2026-03-14 22:10:20,21.2,NORMAL
2026-03-14 22:10:26,21.2,NORMAL
2026-03-14 22:10:31,21.2,NORMAL
2026-03-14 22:10:37,21.2,NORMAL
2026-03-14 22:10:42,21.2,NORMAL
2026-03-14 22:10:48,21.2,NORMAL
2026-03-14 22:10:53,21.2,NORMAL
2026-03-14 22:10:59,21.2,NORMAL
2026-03-14 22:11:04,21.1,NORMAL
2026-03-14 22:11:10,21.2,NORMAL
2026-03-14 22:11:15,21.2,NORMAL
2026-03-14 22:11:21,21.1,NORMAL
2026-03-14 22:11:26,21.1,NORMAL
2026-03-14 22:11:32,21.1,NORMAL
2026-03-14 22:11:37,21.1,NORMAL
2026-03-14 22:11:43,21.2,NORMAL
2026-03-14 22:11:49,21.1,NORMAL
2026-03-14 22:11:54,21.1,NORMAL
2026-03-14 22:12:00,21.1,NORMAL
2026-03-14 22:12:05,21.1,NORMAL
2026-03-14 22:12:11,21.2,NORMAL
2026-03-14 22:12:16,21.1,NORMAL
2026-03-14 22:12:22,21.1,NORMAL
2026-03-14 22:12:27,21.1,NORMAL
2026-03-14 22:12:33,21.1,NORMAL
2026-03-14 22:12:38,21.1,NORMAL
2026-03-14 22:12:44,21.1,NORMAL
2026-03-14 22:12:49,21.1,NORMAL
2026-03-14 22:12:55,21.1,NORMAL
2026-03-14 22:13:00,21.1,NORMAL
2026-03-14 22:13:06,21.1,NORMAL
2026-03-14 22:13:11,21.1,NORMAL
2026-03-14 22:13:17,21.1,NORMAL
2026-03-14 22:13:22,21.1,NORMAL
2026-03-14 22:13:28,21.1,NORMAL
2026-03-14 22:13:33,21.1,NORMAL
2026-03-14 22:13:39,21.1,NORMAL
2026-03-14 22:13:44,21.1,NORMAL
2026-03-14 22:13:50,21.1,NORMAL
2026-03-14 22:13:55,21.1,NORMAL
2026-03-14 22:14:02,21.1,NORMAL
2026-03-14 22:14:06,21.1,NORMAL
2026-03-14 22:14:12,21.1,NORMAL
2026-03-14 22:14:17,21.1,NORMAL
2026-03-14 22:14:23,21.1,NORMAL
2026-03-14 22:14:28,21.2,NORMAL
2026-03-14 22:14:34,21.2,NORMAL
2026-03-14 22:14:39,21.2,NORMAL
2026-03-14 22:14:45,21.2,NORMAL
2026-03-14 22:14:50,21.2,NORMAL
2026-03-14 22:14:56,21.2,NORMAL
2026-03-14 22:15:02,21.1,NORMAL
2026-03-14 22:15:07,21.2,NORMAL
2026-03-14 22:15:13,21.2,NORMAL
2026-03-14 22:15:18,21.2,NORMAL
2026-03-14 22:15:24,21.2,NORMAL
2026-03-14 22:15:29,21.2,NORMAL
2026-03-14 22:15:35,21.2,NORMAL
2026-03-14 22:15:40,21.1,NORMAL
2026-03-14 22:15:46,21.1,NORMAL
2026-03-14 22:15:51,21.1,NORMAL
2026-03-14 22:15:57,21.1,NORMAL
2026-03-14 22:16:02,21.1,NORMAL
2026-03-14 22:16:08,21.1,NORMAL
2026-03-14 22:16:13,21.1,NORMAL
2026-03-14 22:16:19,21.2,NORMAL
2026-03-14 22:16:24,21.1,NORMAL
2026-03-14 22:16:30,21.1,NORMAL
2026-03-14 22:16:35,21.1,NORMAL
2026-03-14 22:16:41,21.1,NORMAL
2026-03-14 22:16:46,21.1,NORMAL
2026-03-14 22:16:52,21,NORMAL
2026-03-14 22:16:57,21,NORMAL
2026-03-14 22:17:03,21.1,NORMAL
2026-03-14 22:17:08,21.1,NORMAL
2026-03-14 22:17:14,21,NORMAL
2026-03-14 22:17:19,21,NORMAL
2026-03-14 22:17:25,21.1,NORMAL
2026-03-14 22:17:30,21.1,NORMAL
2026-03-14 22:17:36,21.1,NORMAL
2026-03-14 22:17:41,21.1,NORMAL
2026-03-14 22:17:47,21.1,NORMAL
2026-03-14 22:17:52,21.1,NORMAL
2026-03-14 22:17:58,21.1,NORMAL
2026-03-14 22:18:04,21.1,NORMAL
2026-03-14 22:18:09,21.1,NORMAL
2026-03-14 22:18:15,21.1,NORMAL
2026-03-14 22:18:20,21.1,NORMAL
2026-03-14 22:18:26,21.1,NORMAL
2026-03-14 22:18:31,21.1,NORMAL
2026-03-14 22:18:37,21.1,NORMAL
2026-03-14 22:18:42,21.2,NORMAL
2026-03-14 22:18:48,21.1,NORMAL
2026-03-14 22:18:53,21.2,NORMAL
2026-03-14 22:18:59,21.2,NORMAL
2026-03-14 22:19:04,21.2,NORMAL
2026-03-14 22:19:10,21.2,NORMAL
2026-03-14 22:19:15,21.1,NORMAL
2026-03-14 22:19:21,21.1,NORMAL
2026-03-14 22:19:26,21.1,NORMAL
2026-03-14 22:19:32,21.1,NORMAL
2026-03-14 22:19:37,21.1,NORMAL
2026-03-14 22:19:43,21.1,NORMAL
2026-03-14 22:19:48,21.1,NORMAL
2026-03-14 22:19:55,21.1,NORMAL
2026-03-14 22:19:59,21.1,NORMAL
2026-03-14 22:20:05,21,NORMAL
2026-03-14 22:20:12,21.1,NORMAL
2026-03-14 22:20:16,21.1,NORMAL
2026-03-14 22:20:21,21.1,NORMAL
2026-03-14 22:20:27,21.1,NORMAL
2026-03-14 22:20:32,21.1,NORMAL
2026-03-14 22:20:38,21.1,NORMAL
2026-03-14 22:20:43,21.1,NORMAL
2026-03-14 22:20:49,21,NORMAL
2026-03-14 22:20:54,21,NORMAL
2026-03-14 22:21:00,21.1,NORMAL
2026-03-14 22:21:05,21,NORMAL
2026-03-14 22:21:11,21,NORMAL
2026-03-14 22:21:18,21,NORMAL
2026-03-14 22:21:22,21.1,NORMAL
2026-03-14 22:21:28,21.1,NORMAL
2026-03-14 22:21:33,21.1,NORMAL
2026-03-14 22:21:39,21.2,NORMAL
2026-03-14 22:21:44,21.2,NORMAL
2026-03-14 22:21:50,21.3,NORMAL
2026-03-14 22:21:55,21.4,NORMAL
2026-03-14 22:22:01,21.4,NORMAL
2026-03-14 22:22:06,21.5,NORMAL
2026-03-14 22:22:12,21.5,NORMAL
2026-03-14 22:22:17,21.6,NORMAL
2026-03-14 22:22:24,21.7,NORMAL
2026-03-14 22:22:28,21.7,NORMAL
2026-03-14 22:22:34,21.8,NORMAL
2026-03-14 22:22:39,21.8,NORMAL
2026-03-14 22:22:45,21.8,NORMAL
2026-03-14 22:22:50,21.9,NORMAL
2026-03-14 22:22:56,21.9,NORMAL
2026-03-14 22:23:01,21.9,NORMAL
2026-03-14 22:23:07,22,NORMAL
2026-03-14 22:23:12,22,NORMAL
2026-03-14 22:23:18,22.1,NORMAL
2026-03-14 22:23:23,22.1,NORMAL
2026-03-14 22:23:29,22.2,NORMAL
2026-03-14 22:23:34,22.2,NORMAL
2026-03-14 22:23:40,22.2,NORMAL
2026-03-14 22:23:45,22.2,NORMAL
2026-03-14 22:23:51,22.2,NORMAL
2026-03-14 22:23:56,22.2,NORMAL
2026-03-14 22:24:02,22.3,NORMAL
2026-03-14 22:24:07,22.4,NORMAL
2026-03-14 22:24:13,22.4,NORMAL
2026-03-14 22:24:18,22.4,NORMAL
2026-03-14 22:24:24,22.4,NORMAL
2026-03-14 22:24:30,22.6,NORMAL
2026-03-14 22:24:35,22.6,NORMAL
2026-03-14 22:24:41,22.6,NORMAL
2026-03-14 22:24:46,22.6,NORMAL
2026-03-14 22:24:53,22.6,NORMAL
2026-03-14 22:24:57,22.7,NORMAL
2026-03-14 22:25:03,22.8,NORMAL
2026-03-14 22:25:08,22.8,NORMAL
2026-03-14 22:25:14,22.8,NORMAL
2026-03-14 22:25:19,22.9,NORMAL
2026-03-14 22:25:25,22.9,NORMAL
2026-03-14 22:25:30,22.9,NORMAL
2026-03-14 22:25:36,22.9,NORMAL
2026-03-14 22:25:41,22.9,NORMAL
2026-03-14 22:25:47,22.9,NORMAL
2026-03-14 22:25:52,22.9,NORMAL
2026-03-14 22:25:58,22.9,NORMAL
2026-03-14 22:26:03,22.9,NORMAL
2026-03-14 22:26:09,22.9,NORMAL
2026-03-14 22:26:14,22.9,NORMAL
2026-03-14 22:26:20,22.9,NORMAL
2026-03-14 22:26:25,22.9,NORMAL
2026-03-14 22:26:31,22.9,NORMAL
2026-03-14 22:26:36,23,NORMAL
2026-03-14 22:26:42,22.9,NORMAL
2026-03-14 22:26:47,22.9,NORMAL
2026-03-14 22:26:53,23,NORMAL
2026-03-14 22:26:58,22.9,NORMAL
2026-03-14 22:27:04,23,NORMAL
2026-03-14 22:27:09,23,NORMAL
2026-03-14 22:27:15,22.9,NORMAL
2026-03-14 22:27:20,23,NORMAL
2026-03-14 22:27:26,23,NORMAL
2026-03-14 22:27:31,23,NORMAL
2026-03-14 22:27:37,23.1,NORMAL
2026-03-14 22:27:43,23.1,NORMAL
2026-03-14 22:27:48,23.1,NORMAL
2026-03-14 22:27:54,23.2,NORMAL
2026-03-14 22:27:59,23.2,NORMAL
2026-03-14 22:28:05,23.2,NORMAL
2026-03-14 22:28:10,23.2,NORMAL
2026-03-14 22:28:16,23.2,NORMAL
2026-03-14 22:28:21,23.2,NORMAL
2026-03-14 22:28:27,23.2,NORMAL
2026-03-14 22:28:32,23.2,NORMAL
2026-03-14 22:28:38,23.3,NORMAL
2026-03-14 22:28:43,23.3,NORMAL
2026-03-14 22:28:49,23.3,NORMAL
2026-03-14 22:28:54,23.3,NORMAL
2026-03-14 22:29:00,23.3,NORMAL
2026-03-14 22:29:05,23.3,NORMAL
2026-03-14 22:29:11,23.3,NORMAL
2026-03-14 22:29:16,23.3,NORMAL
2026-03-14 22:29:22,23.3,NORMAL
2026-03-14 22:29:27,23.3,NORMAL
2026-03-14 22:29:34,23.3,NORMAL
2026-03-14 22:29:38,23.3,NORMAL
2026-03-14 22:29:44,23.3,NORMAL
2026-03-14 22:29:49,23.2,NORMAL
2026-03-14 22:29:55,23.2,NORMAL
2026-03-14 22:30:00,23.2,NORMAL
2026-03-14 22:30:06,23.2,NORMAL
2026-03-14 22:30:11,23.3,NORMAL
2026-03-14 22:30:17,23.3,NORMAL
2026-03-14 22:30:22,23.2,NORMAL
2026-03-14 22:30:28,23.2,NORMAL
2026-03-14 22:30:33,23.2,NORMAL
2026-03-14 22:30:39,23.2,NORMAL
2026-03-14 22:30:45,23.1,NORMAL
2026-03-14 22:30:50,23.1,NORMAL
2026-03-14 22:30:56,23.1,NORMAL
2026-03-14 22:31:01,23.1,NORMAL
2026-03-14 22:31:07,23.1,NORMAL
2026-03-14 22:31:12,23.1,NORMAL
2026-03-14 22:31:18,23.1,NORMAL
2026-03-14 22:31:23,23.1,NORMAL
2026-03-14 22:31:29,23.1,NORMAL
2026-03-14 22:31:34,23.1,NORMAL
2026-03-14 22:31:40,23.1,NORMAL
2026-03-14 22:31:45,23.1,NORMAL
2026-03-14 22:31:51,23.1,NORMAL
2026-03-14 22:31:56,23.1,NORMAL
2026-03-14 22:32:04,23.1,NORMAL
2026-03-14 22:32:07,23.1,NORMAL
2026-03-14 22:32:13,23.1,NORMAL
2026-03-14 22:32:18,23.1,NORMAL
2026-03-14 22:32:24,23,NORMAL
2026-03-14 22:32:29,23.1,NORMAL
2026-03-14 22:32:35,23,NORMAL
2026-03-14 22:32:35,23,NORMAL
2026-03-14 22:32:40,23,NORMAL
2026-03-14 22:32:40,23,NORMAL
2026-03-14 22:32:46,23,NORMAL
2026-03-14 22:32:46,23,NORMAL
2026-03-14 22:32:51,23,NORMAL
2026-03-14 22:32:51,23,NORMAL
2026-03-14 22:32:57,23,NORMAL
2026-03-14 22:32:57,23,NORMAL
2026-03-14 22:33:02,23.1,NORMAL
2026-03-14 22:33:02,23.1,NORMAL
2026-03-14 22:33:08,23,NORMAL
2026-03-14 22:33:08,23,NORMAL
2026-03-14 22:33:13,23,NORMAL
2026-03-14 22:33:13,23,NORMAL
2026-03-14 22:33:19,23,NORMAL
2026-03-14 22:33:19,23,NORMAL
2026-03-14 22:33:24,23,NORMAL
2026-03-14 22:33:24,23,NORMAL
2026-03-14 22:33:30,22.9,NORMAL
2026-03-14 22:33:30,22.9,NORMAL
2026-03-14 22:33:35,22.9,NORMAL
2026-03-14 22:33:35,22.9,NORMAL
2026-03-14 22:33:41,23,NORMAL
2026-03-14 22:33:41,23,NORMAL
2026-03-14 22:33:46,22.9,NORMAL
2026-03-14 22:33:46,22.9,NORMAL
2026-03-14 22:33:52,22.9,NORMAL
2026-03-14 22:33:52,22.9,NORMAL
2026-03-14 22:33:58,23,NORMAL
2026-03-14 22:33:58,23,NORMAL
2026-03-14 22:34:03,23,NORMAL
2026-03-14 22:34:03,23,NORMAL
2026-03-14 22:34:09,23,NORMAL
2026-03-14 22:34:09,23,NORMAL
2026-03-14 22:34:14,23,NORMAL
2026-03-14 22:34:14,23,NORMAL
2026-03-14 22:34:20,23,NORMAL
2026-03-14 22:34:20,23,NORMAL
2026-03-14 22:34:25,23,NORMAL
2026-03-14 22:34:25,23,NORMAL
2026-03-14 22:34:31,23,NORMAL
2026-03-14 22:34:31,23,NORMAL
2026-03-14 22:34:36,23,NORMAL
2026-03-14 22:34:36,23,NORMAL
